Dog_ID,Dog_Age_Years,Match_Outcome,Behavior_Calm,Behavior_Energetic,Behavior_Independent,Size_Medium,Size_Small,Health_Condition_Healthy,Health_Condition_Special Needs,Housing_Type_Condo,Housing_Type_House,Lifestyle_Sedentary,Family_Composition_With Kids,Pet_Experience_Yes
1407,8.0,0,False,False,True,False,True,True,False,False,False,True,False,True
1408,1.5,0,False,False,False,False,False,False,False,True,False,True,False,True
1409,1.5,1,False,True,False,False,True,True,False,False,True,False,False,True
1410,8.0,0,False,False,True,False,True,False,False,True,False,False,False,False
1411,5.0,0,False,False,True,False,True,False,True,False,False,True,True,False
1412,3.0,0,True,False,False,False,True,False,True,False,True,True,True,True
1413,8.0,1,False,True,False,False,True,False,False,False,False,True,True,False
1414,1.5,1,True,False,False,False,False,True,False,False,False,True,False,True
1415,2.0,0,False,False,True,False,False,True,False,False,False,False,False,True
1416,1.5,0,False,True,False,False,False,False,False,True,False,True,False,False
1417,1.5,1,False,False,True,False,True,True,False,False,False,True,True,True
1418,7.0,1,False,True,False,False,False,True,False,False,False,False,False,True
1419,7.0,0,True,False,False,True,False,False,True,False,False,True,True,False
1420,8.0,0,True,False,False,False,False,True,False,False,False,False,False,True
1421,3.0,0,True,False,False,True,False,False,False,True,False,True,True,True
1422,5.0,0,False,True,False,False,True,False,False,False,False,False,False,True
1423,3.0,0,False,True,False,False,True,True,False,True,False,True,False,True
1424,7.0,0,False,False,True,False,True,False,False,False,True,True,True,True
1425,5.0,1,False,True,False,False,True,True,False,False,True,True,True,True
1426,1.5,0,False,False,False,False,True,True,False,False,True,False,True,True
1427,8.0,1,True,False,False,True,False,False,False,False,True,True,False,True
1428,7.0,1,False,False,True,False,True,False,True,False,True,True,True,True
1429,5.0,0,False,True,False,False,True,False,False,False,False,False,True,False
1430,8.0,0,True,False,False,False,True,False,False,False,True,True,True,True
1431,5.0,0,True,False,False,False,True,False,True,False,True,True,True,False
1432,8.0,1,False,False,True,False,False,True,False,False,True,False,False,True
1433,8.0,0,False,False,False,False,True,True,False,True,False,True,False,True
1434,1.5,1,False,False,False,True,False,True,False,False,False,False,True,False
1435,1.5,0,False,False,False,False,True,True,False,True,False,True,False,False
1436,2.0,0,False,False,False,False,False,True,False,False,False,True,True,True
1437,7.0,1,False,True,False,False,True,False,False,True,False,True,True,False
1438,7.0,1,False,False,True,True,False,False,True,True,False,True,True,True
1439,1.5,0,False,False,True,False,False,False,True,False,True,False,False,True
1440,2.0,0,False,True,False,False,False,True,False,False,False,True,True,False
1441,3.0,1,False,False,True,False,False,False,True,False,True,True,True,False
1442,1.5,0,False,True,False,False,True,True,False,False,True,False,True,False
1443,8.0,0,False,False,True,True,False,False,True,False,True,True,False,True
1444,1.5,1,False,False,False,False,False,True,False,True,False,True,False,False
1445,8.0,1,False,False,False,False,False,False,True,True,False,True,False,True
1446,8.0,1,False,True,False,True,False,True,False,False,True,False,False,True
1447,2.0,1,True,False,False,False,True,False,False,False,False,False,False,False
1448,2.0,0,False,False,False,False,True,True,False,False,False,True,True,True
1449,2.0,0,True,False,False,False,True,False,True,False,False,True,True,False
1450,1.5,0,False,True,False,False,False,False,False,False,True,True,False,False
1451,5.0,1,False,False,False,True,False,True,False,True,False,False,False,True
1452,3.0,0,False,False,False,False,False,False,True,False,True,False,False,False
1453,8.0,1,True,False,False,False,False,True,False,False,False,True,False,True
1454,2.0,1,False,False,False,False,False,False,True,False,False,True,False,True
1455,5.0,1,False,False,True,True,False,False,False,False,False,False,True,True
1456,7.0,0,False,True,False,False,False,False,True,True,False,False,True,False
1457,3.0,1,False,False,False,True,False,True,False,True,False,True,True,False
1458,1.5,1,False,False,True,False,True,False,True,True,False,True,False,False
1459,1.5,0,True,False,False,True,False,False,True,False,True,False,True,False
1460,2.0,1,True,False,False,False,False,True,False,True,False,True,True,False
1461,1.5,1,False,False,True,True,False,True,False,False,False,True,True,True
1462,1.5,0,False,True,False,True,False,True,False,True,False,False,True,True
1463,3.0,1,False,False,False,False,True,True,False,True,False,False,True,True
1464,7.0,1,False,False,False,True,False,False,True,False,True,True,False,True
1465,1.5,0,False,False,True,False,False,False,True,False,False,False,True,True
1466,5.0,0,False,False,True,False,False,True,False,False,True,False,True,True
1467,3.0,1,False,False,True,False,True,False,False,False,True,False,True,False
1468,8.0,0,False,True,False,True,False,True,False,False,False,False,True,False
1469,2.0,0,True,False,False,True,False,True,False,False,True,False,True,True
1470,2.0,1,True,False,False,False,False,False,True,True,False,True,True,False
1471,8.0,1,False,False,True,False,True,False,True,True,False,False,True,True
1472,5.0,1,False,False,False,True,False,True,False,False,False,True,False,False
1473,7.0,1,False,False,False,False,False,False,False,False,True,False,True,False
1474,3.0,0,False,False,False,False,False,False,True,False,True,True,False,False
1475,8.0,1,False,False,True,True,False,True,False,False,False,True,False,False
1476,3.0,0,True,False,False,True,False,True,False,True,False,False,False,True
1477,1.5,1,True,False,False,False,False,False,False,True,False,True,False,True
1478,8.0,0,False,True,False,True,False,False,True,True,False,True,False,True
1479,1.5,0,False,False,True,False,False,False,False,False,False,True,True,True
1480,1.5,0,False,True,False,True,False,False,True,True,False,True,False,False
1481,7.0,0,False,False,False,False,True,False,True,False,False,False,False,False
1482,2.0,1,True,False,False,True,False,False,True,False,True,False,False,True
1483,3.0,1,False,True,False,False,True,False,False,True,False,True,False,True
1484,7.0,1,False,True,False,False,False,False,False,False,False,True,True,True
1485,2.0,0,False,False,False,True,False,False,False,True,False,True,True,False
1486,8.0,1,False,False,False,False,True,False,False,False,False,True,False,False
1487,7.0,1,False,True,False,False,True,False,False,False,True,True,True,False
1488,3.0,0,False,False,True,True,False,True,False,False,True,False,True,False
1489,5.0,1,True,False,False,False,False,False,True,False,False,False,False,False
1490,5.0,1,False,False,True,False,False,False,False,False,False,False,True,False
1491,3.0,0,True,False,False,False,True,True,False,True,False,False,True,True
1492,1.5,0,False,True,False,False,True,True,False,False,True,False,True,True
1493,8.0,0,False,True,False,False,False,False,False,False,True,False,False,False
1494,3.0,0,True,False,False,False,True,True,False,True,False,False,False,False
1495,2.0,0,True,False,False,False,True,True,False,True,False,False,True,False
1496,2.0,1,True,False,False,False,True,False,True,True,False,False,False,True
1497,1.5,0,False,False,False,False,False,False,False,True,False,True,True,True
1498,1.5,1,False,False,True,False,True,True,False,True,False,False,False,False
1499,2.0,0,True,False,False,False,False,False,False,False,False,True,False,False
1500,8.0,1,False,False,False,False,True,False,True,True,False,True,False,True
1501,5.0,0,False,False,False,True,False,True,False,False,False,False,False,True
1502,7.0,1,False,True,False,False,False,False,False,False,False,True,False,True
1503,8.0,1,False,False,False,False,False,False,True,False,False,False,True,True
1504,7.0,0,False,True,False,False,False,False,False,False,False,True,False,True
1505,8.0,0,True,False,False,False,True,True,False,False,False,False,False,False
1506,8.0,0,False,False,True,False,True,True,False,True,False,False,True,False
1507,1.5,1,False,False,False,False,True,False,True,True,False,True,False,True
1508,3.0,0,False,False,True,True,False,False,True,False,True,True,True,False
1509,8.0,0,False,True,False,False,False,False,True,True,False,True,True,False
1510,2.0,1,False,False,True,True,False,True,False,False,True,False,False,True
1511,2.0,1,False,True,False,False,False,False,False,False,False,False,False,False
1512,8.0,1,False,False,True,False,True,False,True,False,False,True,True,False
1513,2.0,1,False,False,True,True,False,True,False,False,True,True,True,False
1514,2.0,0,False,False,True,False,False,False,False,False,False,True,True,False
1515,3.0,0,False,True,False,False,False,False,False,False,False,True,True,True
1516,3.0,0,True,False,False,True,False,False,True,False,True,False,False,False
1517,7.0,1,False,False,False,True,False,False,True,False,False,True,True,True
1518,3.0,1,True,False,False,True,False,True,False,False,True,False,True,False
1519,3.0,0,False,False,True,False,True,False,False,False,True,False,True,False
1520,1.5,1,True,False,False,True,False,False,False,False,True,True,False,True
1521,7.0,0,False,False,True,False,False,True,False,False,True,False,True,True
1522,1.5,1,False,False,False,False,False,False,False,True,False,False,True,True
1523,2.0,1,False,False,True,False,True,False,True,True,False,True,False,False
1524,3.0,0,False,True,False,False,False,False,True,False,False,False,False,False
1525,8.0,0,False,False,False,False,True,True,False,True,False,False,True,True
1526,2.0,0,False,False,False,False,True,False,False,False,False,False,False,True
1527,8.0,0,False,False,True,False,True,True,False,False,False,False,False,False
1528,3.0,1,False,True,False,True,False,False,True,False,False,True,True,False
1529,5.0,0,True,False,False,False,False,False,True,False,True,True,False,False
1530,5.0,1,False,False,False,False,False,True,False,True,False,False,True,True
1531,5.0,1,True,False,False,True,False,False,True,False,True,True,False,True
1532,1.5,0,False,True,False,False,False,False,False,False,False,False,False,True
1533,2.0,1,False,True,False,False,False,False,False,False,True,True,False,False
1534,5.0,0,False,True,False,False,True,True,False,False,False,False,False,True
1535,1.5,0,False,True,False,False,False,False,True,False,True,True,False,True
1536,3.0,0,False,False,True,True,False,True,False,True,False,True,False,True
1537,2.0,1,False,False,True,True,False,False,False,False,True,True,False,False
1538,7.0,0,True,False,False,False,False,True,False,True,False,True,False,False
1539,2.0,0,False,True,False,False,True,False,True,True,False,False,False,False
1540,1.5,0,False,False,False,False,True,False,False,True,False,False,True,True
1541,2.0,1,True,False,False,False,True,False,False,False,False,False,True,True
1542,8.0,1,False,True,False,False,True,True,False,False,False,True,False,True
1543,1.5,1,True,False,False,False,True,True,False,False,True,False,True,False
1544,7.0,0,False,True,False,True,False,False,True,True,False,True,True,True
1545,7.0,0,True,False,False,True,False,False,True,True,False,True,True,True
1546,1.5,0,True,False,False,True,False,False,False,True,False,True,True,True
1547,1.5,0,False,False,False,False,True,False,False,False,True,True,False,True
1548,7.0,0,False,True,False,False,True,False,False,False,True,False,True,True
1549,3.0,1,False,False,False,False,False,False,False,False,False,True,True,False
1550,8.0,0,False,True,False,True,False,False,True,True,False,False,True,False
1551,2.0,0,True,False,False,True,False,False,False,False,True,True,True,True
1552,8.0,0,False,True,False,False,False,False,False,False,False,True,True,True
1553,3.0,0,False,False,False,True,False,False,True,False,True,True,True,False
1554,2.0,1,False,True,False,True,False,True,False,True,False,False,False,True
1555,8.0,1,True,False,False,True,False,False,False,False,False,False,True,True
1556,5.0,1,False,False,True,True,False,False,True,False,False,False,True,True
1557,3.0,1,False,False,True,False,True,True,False,False,False,True,False,False
1558,7.0,0,False,True,False,False,True,True,False,False,True,True,False,False
1559,8.0,1,True,False,False,False,True,True,False,True,False,True,False,True
1560,5.0,0,True,False,False,False,True,False,True,False,False,True,False,False
1561,8.0,1,False,True,False,False,False,False,False,True,False,True,True,False
1562,8.0,1,False,False,True,True,False,True,False,False,True,True,False,True
1563,2.0,1,True,False,False,True,False,False,False,False,True,True,False,False
1564,1.5,1,False,True,False,True,False,False,True,False,True,False,False,False
1565,3.0,1,False,False,True,True,False,False,False,True,False,False,True,False
1566,5.0,1,False,False,True,False,False,False,False,True,False,False,False,True
1567,5.0,0,False,False,True,False,False,False,True,True,False,False,True,True
1568,3.0,1,False,True,False,True,False,False,False,False,False,False,False,True
1569,7.0,0,False,False,True,False,True,False,True,False,False,False,True,False
1570,7.0,0,True,False,False,False,False,False,False,True,False,True,False,True
1571,5.0,1,False,False,True,True,False,False,True,False,True,False,True,False
1572,7.0,0,False,True,False,False,False,True,False,False,True,False,True,False
1573,3.0,0,True,False,False,True,False,False,False,False,True,True,True,False
1574,8.0,0,False,True,False,False,True,True,False,False,True,True,False,False
1575,7.0,1,False,False,False,False,True,True,False,False,True,False,True,False
1576,3.0,1,True,False,False,False,False,True,False,False,True,True,False,True
1577,7.0,1,False,False,True,False,False,False,True,False,False,True,False,True
1578,3.0,1,False,False,True,False,True,True,False,False,False,True,False,True
1579,5.0,0,False,True,False,True,False,True,False,False,True,True,False,False
1580,1.5,1,False,False,False,True,False,True,False,False,True,True,True,True
1581,5.0,0,False,True,False,False,True,False,False,True,False,True,True,False
1582,3.0,1,True,False,False,False,True,True,False,False,False,False,False,True
1583,7.0,1,False,False,True,False,True,False,False,False,False,False,True,True
1584,1.5,0,False,False,True,False,True,False,True,False,True,False,False,False
1585,1.5,1,False,True,False,False,False,True,False,False,False,True,False,True
1586,5.0,0,True,False,False,False,False,False,False,True,False,False,False,False
1587,2.0,1,False,False,True,False,False,False,True,False,False,True,False,True
1588,3.0,0,False,False,False,True,False,False,True,False,True,True,False,False
1589,8.0,0,True,False,False,False,True,False,False,False,False,False,False,True
1590,7.0,1,False,True,False,True,False,True,False,False,False,False,False,False
1591,5.0,0,False,True,False,False,True,False,True,False,True,True,False,True
1592,1.5,1,True,False,False,True,False,False,False,False,False,True,True,True
1593,2.0,0,True,False,False,True,False,True,False,False,False,True,False,True
1594,1.5,1,False,False,False,False,False,False,False,False,True,True,False,True
1595,1.5,0,True,False,False,False,True,False,True,False,False,False,True,True
1596,5.0,0,False,True,False,True,False,False,True,True,False,False,True,True
1597,7.0,0,False,True,False,False,False,False,False,False,False,False,False,False
1598,8.0,0,False,False,False,False,False,False,False,False,False,False,True,True
1599,1.5,1,False,False,True,False,True,False,True,False,False,True,False,False
1600,1.5,1,True,False,False,False,False,True,False,True,False,False,False,False
1601,5.0,0,False,False,False,False,True,True,False,False,True,True,False,True
1602,3.0,1,False,False,True,True,False,True,False,False,True,True,False,False
1603,5.0,0,True,False,False,False,False,False,False,False,True,True,True,True
1604,5.0,0,False,True,False,True,False,True,False,False,True,False,False,True
1605,8.0,1,False,False,True,True,False,False,False,False,True,False,False,False
1606,2.0,1,False,False,True,False,True,True,False,False,False,False,False,True
1607,7.0,1,False,False,False,True,False,False,True,False,False,True,True,False
1608,2.0,0,False,False,True,False,True,False,False,False,True,False,False,False
1609,8.0,1,False,False,True,False,False,True,False,True,False,False,True,True
1610,7.0,1,False,False,True,True,False,True,False,False,False,True,True,False
1611,7.0,1,False,False,True,False,False,True,False,True,False,True,False,True
1612,3.0,1,True,False,False,False,True,True,False,False,True,True,False,False
1613,2.0,1,True,False,False,False,False,False,False,False,False,False,True,False
1614,2.0,0,True,False,False,False,False,False,True,True,False,False,False,False
1615,7.0,0,False,False,False,True,False,True,False,True,False,True,False,False
1616,8.0,1,True,False,False,False,False,False,True,True,False,True,False,False
1617,5.0,0,True,False,False,True,False,True,False,True,False,True,True,True
1618,5.0,1,True,False,False,False,False,False,False,False,False,False,False,False
1619,7.0,0,False,False,True,True,False,False,False,False,False,True,True,True
1620,2.0,1,False,False,True,False,True,False,False,False,False,False,True,False
1621,7.0,1,False,False,True,False,True,False,True,False,False,True,False,True
1622,5.0,0,False,False,False,False,True,True,False,False,True,False,False,False
1623,8.0,1,False,False,True,False,True,True,False,False,False,False,True,False
1624,7.0,1,False,False,False,False,True,True,False,False,False,True,True,False
1625,3.0,0,False,True,False,True,False,True,False,True,False,True,False,True
1626,1.5,0,False,False,True,False,False,False,True,False,True,True,True,False
1627,7.0,0,False,True,False,False,True,False,True,False,True,True,False,True
1628,5.0,0,False,False,True,True,False,False,False,False,True,False,True,True
1629,7.0,1,True,False,False,False,False,False,True,True,False,False,True,False
1630,1.5,1,False,False,True,True,False,True,False,False,True,True,False,True
1631,3.0,0,True,False,False,True,False,False,True,False,True,False,False,False
1632,8.0,0,True,False,False,True,False,True,False,False,False,False,True,True
1633,3.0,1,False,False,False,True,False,True,False,True,False,False,False,False
1634,7.0,1,True,False,False,False,False,False,False,False,False,False,True,True
1635,8.0,1,True,False,False,False,False,False,True,False,False,False,True,True
1636,8.0,0,True,False,False,False,False,True,False,True,False,True,True,False
1637,5.0,0,False,False,True,False,True,True,False,True,False,True,True,True
1638,5.0,1,False,True,False,False,False,True,False,True,False,False,True,False
1639,2.0,1,False,False,False,True,False,False,True,False,True,False,False,True
1640,8.0,0,False,False,False,False,False,True,False,False,False,True,True,True
1641,8.0,1,True,False,False,True,False,False,False,True,False,True,False,True
1642,5.0,1,False,False,True,False,True,True,False,True,False,True,True,True
1643,5.0,1,False,True,False,False,True,False,True,True,False,False,False,True
1644,8.0,1,True,False,False,False,False,True,False,True,False,False,False,True
1645,1.5,0,False,True,False,False,True,False,False,False,True,False,False,False
1646,1.5,1,False,True,False,False,False,False,False,False,False,True,True,True
1647,2.0,1,False,False,True,True,False,False,True,False,True,True,False,True
1648,8.0,0,False,True,False,False,False,True,False,False,False,True,True,True
1649,1.5,0,False,False,False,False,True,False,False,True,False,True,True,False
1650,5.0,0,True,False,False,False,True,False,True,False,False,True,True,True
1651,8.0,1,True,False,False,False,True,True,False,False,False,True,False,False
1652,1.5,0,False,False,False,False,True,True,False,False,True,False,False,True
1653,8.0,0,False,False,True,True,False,True,False,True,False,True,True,True
1654,1.5,1,True,False,False,True,False,False,False,False,False,False,True,True
1655,2.0,0,False,False,False,False,False,True,False,False,True,True,True,True
1656,2.0,1,False,False,False,False,False,True,False,False,False,False,True,False
1657,8.0,0,False,False,True,False,False,False,False,False,False,True,False,False
1658,3.0,1,False,False,True,True,False,False,True,False,True,False,False,True
1659,7.0,0,False,False,False,False,True,False,True,False,True,False,False,False
1660,1.5,1,False,True,False,False,False,True,False,False,False,False,True,True
1661,2.0,1,True,False,False,False,True,False,True,False,False,False,True,True
1662,1.5,0,False,True,False,True,False,False,False,True,False,False,False,False
1663,7.0,1,True,False,False,False,True,False,False,False,False,False,True,True
1664,5.0,1,False,False,False,False,False,True,False,True,False,False,True,True
1665,2.0,1,True,False,False,False,False,False,True,False,True,True,False,False
1666,8.0,0,False,False,False,True,False,False,True,False,True,False,True,False
1667,1.5,0,False,False,False,False,True,False,True,False,True,False,False,True
1668,7.0,0,False,False,True,True,False,True,False,False,True,False,True,True
1669,8.0,0,True,False,False,False,False,False,True,False,False,False,True,False
1670,5.0,1,True,False,False,False,True,True,False,False,True,True,True,True
1671,2.0,0,False,True,False,False,True,True,False,False,True,True,False,False
1672,5.0,0,False,False,False,False,True,True,False,True,False,False,True,False
1673,5.0,0,False,False,True,False,True,False,False,False,False,False,True,True
1674,2.0,1,False,False,False,False,True,False,False,True,False,True,True,True
1675,2.0,1,True,False,False,False,False,False,False,True,False,True,False,False
1676,7.0,0,True,False,False,False,True,False,False,False,False,False,False,False
1677,8.0,0,False,False,False,False,True,False,True,False,False,True,True,False
1678,1.5,0,False,True,False,False,True,True,False,False,False,True,False,False
1679,3.0,1,False,False,False,False,False,False,True,True,False,False,False,True
1680,5.0,1,True,False,False,True,False,False,False,False,True,True,False,False
1681,3.0,1,True,False,False,False,True,True,False,True,False,True,True,True
1682,8.0,0,True,False,False,False,False,True,False,False,False,False,False,False
1683,2.0,1,False,False,False,False,False,True,False,False,True,False,False,False
1684,1.5,0,False,True,False,False,False,False,True,False,True,True,True,False
1685,2.0,1,True,False,False,False,True,False,False,False,False,False,True,True
1686,8.0,0,False,True,False,False,True,False,True,True,False,False,False,True
1687,5.0,0,True,False,False,True,False,True,False,False,False,True,False,True
1688,3.0,1,False,False,True,True,False,False,True,False,True,True,False,True
1689,1.5,1,False,False,True,False,False,False,False,True,False,False,False,False
1690,8.0,0,False,True,False,True,False,False,False,True,False,True,True,False
1691,8.0,0,False,False,False,False,True,False,True,False,False,False,True,True
1692,8.0,0,False,False,False,False,False,True,False,False,False,False,False,False
1693,2.0,1,False,False,True,False,True,False,False,False,False,False,True,False
1694,3.0,0,False,True,False,False,True,True,False,False,True,False,False,True
1695,5.0,1,False,False,False,True,False,False,False,False,False,True,True,False
1696,1.5,1,False,True,False,True,False,False,False,True,False,True,False,False
1697,3.0,1,False,True,False,True,False,True,False,False,True,False,False,True
1698,1.5,0,False,False,False,False,False,False,False,True,False,True,True,True
1699,8.0,1,True,False,False,True,False,True,False,False,True,False,False,True
1700,8.0,1,False,False,True,False,False,False,True,False,False,True,False,False
1701,8.0,1,False,False,True,False,True,True,False,False,False,False,True,False
1702,5.0,1,True,False,False,True,False,False,False,False,True,True,False,False
1703,5.0,1,True,False,False,False,False,True,False,True,False,True,True,False
1704,2.0,1,True,False,False,True,False,False,True,True,False,False,False,False
1705,7.0,1,False,True,False,True,False,True,False,False,True,True,True,True
1706,3.0,0,False,False,False,True,False,False,False,False,True,True,False,True
1707,3.0,1,True,False,False,False,False,False,True,True,False,True,True,False
1708,3.0,1,True,False,False,False,True,False,True,False,True,False,False,True
1709,2.0,1,True,False,False,True,False,False,False,True,False,False,False,False
1710,3.0,1,True,False,False,True,False,False,False,True,False,True,True,False
1711,3.0,0,True,False,False,False,True,False,False,True,False,True,True,False
1712,2.0,1,False,True,False,True,False,True,False,True,False,False,False,False
1713,3.0,0,False,False,True,False,True,False,True,True,False,True,False,False
1714,2.0,1,False,False,True,False,True,False,False,False,True,False,True,False
1715,2.0,0,False,False,True,True,False,False,True,False,False,True,True,False
1716,7.0,0,False,False,True,False,True,False,True,False,True,False,False,True
1717,7.0,1,False,False,True,False,False,True,False,True,False,True,False,True
1718,2.0,1,False,False,False,False,True,True,False,False,True,True,True,True
1719,2.0,1,True,False,False,False,False,False,True,False,True,False,True,True
1720,2.0,0,True,False,False,True,False,False,True,True,False,True,False,True
1721,3.0,0,False,False,False,False,False,True,False,True,False,True,False,False
1722,7.0,0,False,False,True,False,True,True,False,False,True,False,True,True
1723,8.0,1,False,True,False,False,False,False,True,False,True,False,True,False
1724,2.0,1,False,False,False,True,False,False,False,False,False,True,False,True
1725,7.0,0,False,True,False,False,True,True,False,False,False,False,False,False
1726,1.5,1,False,False,True,False,True,False,True,True,False,True,False,False
1727,2.0,0,False,False,True,False,False,False,True,False,True,True,True,True
1728,7.0,0,True,False,False,False,False,True,False,False,True,False,True,True
1729,3.0,1,False,True,False,False,True,True,False,False,False,False,True,False
1730,1.5,0,False,False,False,True,False,True,False,True,False,False,False,False
1731,3.0,0,False,False,True,False,False,True,False,False,True,True,True,False
1732,5.0,0,True,False,False,True,False,True,False,False,False,False,False,False
1733,3.0,0,False,False,True,True,False,False,False,False,False,False,False,True
1734,3.0,1,False,True,False,True,False,False,True,False,True,False,False,True
1735,5.0,1,True,False,False,False,True,False,False,False,True,True,False,True
1736,3.0,1,True,False,False,False,True,True,False,False,False,True,False,True
1737,7.0,0,False,True,False,False,False,False,False,False,True,True,False,False
1738,7.0,0,False,False,True,True,False,True,False,False,True,True,False,True
1739,7.0,1,True,False,False,False,False,True,False,True,False,True,False,False
1740,8.0,0,False,False,True,False,False,False,True,False,True,True,True,False
1741,3.0,1,True,False,False,True,False,False,True,False,True,True,False,False
1742,7.0,0,False,False,True,False,True,False,False,False,True,False,False,True
1743,2.0,1,False,False,True,False,False,True,False,False,False,False,False,True
1744,3.0,1,False,True,False,False,True,True,False,True,False,False,False,True
1745,5.0,1,True,False,False,False,True,False,True,False,False,False,True,False
1746,3.0,0,False,False,False,False,False,False,True,False,True,True,False,False
1747,2.0,0,False,False,False,False,True,False,True,True,False,False,False,False
1748,1.5,1,False,False,True,True,False,False,True,True,False,True,True,False
1749,1.5,1,False,False,False,False,False,True,False,False,False,True,True,True
1750,5.0,1,False,False,True,True,False,False,True,True,False,False,True,True
1751,3.0,1,False,False,True,False,False,False,False,False,True,True,False,True
1752,3.0,1,True,False,False,True,False,False,True,False,True,False,True,False
1753,2.0,1,False,True,False,False,True,False,False,False,True,False,False,False
1754,7.0,1,True,False,False,True,False,False,False,False,True,True,True,False
1755,1.5,0,False,True,False,False,False,False,False,False,False,False,False,False
1756,2.0,0,True,False,False,False,True,False,False,True,False,False,True,False
1757,8.0,1,True,False,False,False,True,False,True,True,False,False,False,False
1758,2.0,1,False,False,False,False,False,False,True,False,True,False,True,False
1759,1.5,0,False,False,False,False,False,True,False,False,False,True,True,True
1760,1.5,0,True,False,False,False,True,False,False,True,False,False,True,True
1761,5.0,0,False,False,False,True,False,True,False,False,False,False,True,True
1762,5.0,1,False,False,True,False,True,False,False,False,False,False,True,False
1763,2.0,1,False,True,False,False,True,False,False,True,False,False,True,False
1764,2.0,1,False,False,False,False,True,False,False,True,False,False,False,False
1765,1.5,1,False,False,True,True,False,False,True,False,True,False,False,False
1766,2.0,1,True,False,False,True,False,False,True,True,False,True,False,False
1767,8.0,1,False,False,True,False,True,False,False,True,False,False,True,True
1768,8.0,1,False,True,False,False,True,False,False,False,False,False,False,False
1769,3.0,0,False,False,False,True,False,False,False,False,True,True,True,True
1770,2.0,0,True,False,False,False,False,True,False,True,False,False,False,True
1771,7.0,0,False,False,True,True,False,False,True,False,True,False,True,False
1772,3.0,0,True,False,False,False,True,False,True,False,True,True,True,True
1773,8.0,1,False,False,True,False,True,False,False,False,True,False,False,False
1774,3.0,0,False,False,True,False,True,True,False,False,False,False,True,False
1775,1.5,1,True,False,False,True,False,False,True,False,True,False,False,True
1776,8.0,1,True,False,False,True,False,True,False,False,False,False,True,False
1777,2.0,0,False,False,False,False,True,False,True,False,False,False,True,True
1778,1.5,1,False,True,False,True,False,False,True,False,True,True,True,True
1779,1.5,0,False,False,False,False,True,False,True,False,True,False,True,False
1780,1.5,1,False,False,False,False,False,False,False,False,False,True,False,False
1781,8.0,0,False,False,True,False,False,True,False,False,True,False,True,False
1782,7.0,1,False,False,False,True,False,False,False,False,True,True,False,False
1783,7.0,0,True,False,False,False,False,False,False,False,True,True,True,True
1784,3.0,0,True,False,False,False,True,False,True,False,True,True,True,True
1785,3.0,1,False,False,True,True,False,True,False,True,False,True,False,False
1786,8.0,1,False,False,False,True,False,True,False,False,True,True,False,False
1787,5.0,0,True,False,False,False,True,False,True,False,True,True,False,True
1788,2.0,0,False,False,False,True,False,True,False,True,False,False,False,False
1789,1.5,0,False,False,False,False,True,False,False,False,True,True,False,True
1790,2.0,1,False,False,True,True,False,True,False,False,True,False,False,False
1791,7.0,1,False,True,False,True,False,False,False,False,False,False,False,False
1792,8.0,0,False,False,True,True,False,True,False,False,True,False,True,False
1793,3.0,1,False,False,False,False,False,False,False,False,True,True,True,False
1794,5.0,1,False,False,False,False,True,True,False,True,False,True,True,True
1795,5.0,0,False,True,False,True,False,False,False,False,True,False,True,False
1796,1.5,0,False,True,False,False,False,False,False,False,True,True,False,False
1797,1.5,1,False,True,False,False,True,False,False,True,False,True,False,True
1798,2.0,1,False,False,True,True,False,False,False,False,False,False,True,False
1799,3.0,1,False,False,False,False,True,False,False,True,False,False,False,True
1800,5.0,1,True,False,False,False,False,False,True,False,True,True,False,True
1801,7.0,0,False,False,True,False,False,False,True,False,False,False,True,True
1802,7.0,0,True,False,False,True,False,True,False,False,False,False,False,True
1803,2.0,0,False,False,True,False,True,False,False,False,False,False,False,False
1804,8.0,1,False,False,True,True,False,True,False,False,False,False,True,False
1805,3.0,0,True,False,False,False,False,True,False,False,False,True,False,True
1806,7.0,0,False,True,False,True,False,False,True,True,False,False,True,True
1807,5.0,1,True,False,False,False,True,False,False,False,True,False,False,False
1808,1.5,1,False,False,True,False,True,False,False,False,False,False,False,False
1809,7.0,0,False,True,False,False,False,False,True,True,False,False,True,False
1810,8.0,1,False,False,False,True,False,False,False,True,False,False,True,False
1811,8.0,0,False,True,False,False,False,True,False,True,False,False,False,True
1812,5.0,1,False,True,False,True,False,False,False,False,False,True,True,False
1813,5.0,0,True,False,False,True,False,False,False,False,True,True,False,False
1814,7.0,0,True,False,False,True,False,False,True,False,False,False,True,True
1815,1.5,0,False,True,False,False,False,True,False,False,True,True,True,True
1816,8.0,1,False,True,False,False,True,False,False,True,False,True,False,True
1817,2.0,0,False,False,False,False,True,True,False,False,True,False,False,True
1818,3.0,1,False,False,True,False,False,True,False,False,True,True,False,True
1819,1.5,0,False,True,False,True,False,True,False,False,False,True,False,False
1820,7.0,0,True,False,False,True,False,True,False,False,True,True,False,True
1821,7.0,0,True,False,False,False,False,True,False,True,False,False,True,False
1822,5.0,0,False,True,False,True,False,False,False,True,False,False,False,False
1823,2.0,1,True,False,False,True,False,True,False,False,False,True,False,True
1824,5.0,0,False,False,False,True,False,False,True,False,False,False,False,True
1825,2.0,0,False,False,True,False,False,True,False,False,False,True,True,False
